chromosome,start,end,population,avg_tmrca_myr,genes,genes_renamed,gene_biotypes,descriptions
chr18_hap1_hsa16,81012000,81013000,Central,8.993038788,CDH13,CDH13,protein_coding,cadherin 13
chr18_hap1_hsa16,81012000,81013000,Eastern,8.993038788,CDH13,CDH13,protein_coding,cadherin 13
chr6_hap1_hsa7,127501000,127502000,Eastern,8.992876307,DOCK4,DOCK4,protein_coding,dedicator of cytokinesis 4
chr5_hap1_hsa6,88960000,88961000,Eastern,8.992260478,LOC129144293,GVQW1,protein_coding,protein GVQW1-like
chr14_hap1_hsa13,24139000,24140000,Eastern,8.992245143,LOC112205242,LOC112205242,protein_coding,phosphatidylinositol 3%2C4%2C5-trisphosphate 3-phosphatase TPTE2-like
chr13_hap1_hsa2b,43223000,43224000,Eastern,8.99222091,LRP1B,LRP1B,protein_coding,LDL receptor related protein 1B
chr13_hap1_hsa2b,132785000,132786000,Eastern,8.991504492,SP100,SP100,protein_coding,SP100 nuclear antigen
chr14_hap1_hsa13,106776000,106777000,Eastern,8.9914406,NALCN,NALCN,protein_coding,sodium leak channel%2C non-selective
chr5_hap1_hsa6,85704000,85705000,Eastern,8.989856433,CD109,CD109,protein_coding,CD109 molecule
chr14_hap1_hsa13,106771000,106772000,Central,8.989427957,NALCN,NALCN,protein_coding,sodium leak channel%2C non-selective
chr14_hap1_hsa13,106771000,106772000,Eastern,8.989427957,NALCN,NALCN,protein_coding,sodium leak channel%2C non-selective
chr4_hap1_hsa5,80952000,80953000,Eastern,8.989165842,PDZD2,PDZD2,protein_coding,PDZ domain containing 2
chr1_hap1_hsa1,205659000,205660000,Eastern,8.988604298,TMEM50A,TMEM50A,protein_coding,transmembrane protein 50A
chr7_hap1_hsa8,130656000,130657000,Central,8.988460798,COL14A1,COL14A1,protein_coding,collagen type XIV alpha 1 chain
chr7_hap1_hsa8,130656000,130657000,Eastern,8.988460798,COL14A1,COL14A1,protein_coding,collagen type XIV alpha 1 chain
chr8_hap1_hsa10,139417000,139418000,Eastern,8.988260162,DOCK1,DOCK1,protein_coding,dedicator of cytokinesis 1
chr2_hap1_hsa3,199050000,199051000,Central,8.987737412,TNK2,TNK2,protein_coding,tyrosine kinase non receptor 2
chr2_hap1_hsa3,199050000,199051000,Eastern,8.987737412,TNK2,TNK2,protein_coding,tyrosine kinase non receptor 2
chr13_hap1_hsa2b,139696000,139697000,Central,8.987385666,MLPH,MLPH,protein_coding,melanophilin
chr13_hap1_hsa2b,139696000,139697000,Eastern,8.987385666,MLPH,MLPH,protein_coding,melanophilin
chr12_hap1_hsa2a,17610000,17611000,Eastern,8.987191391,GPR45,GPR45,protein_coding,G protein-coupled receptor 45
chr10_hap1_hsa12,66023000,66024000,Eastern,8.986853048,TMTC1,TMTC1,protein_coding,transmembrane O-mannosyltransferase targeting cadherins 1
chr21_hap1_hsa20,9308000,9309000,Eastern,8.986817304,IDH3B,IDH3B,protein_coding,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta
chr3_hap1_hsa4,5443000,5444000,Central,8.985284833,STK32B,STK32B,protein_coding,serine/threonine kinase 32B
chr20_hap1_hsa19,53176000,53177000,Eastern,8.984978031,MYH14,MYH14,protein_coding,myosin heavy chain 14
chr3_hap1_hsa4,24053000,24054000,Central,8.98468601,LOC461139,GBA3,protein_coding,cytosolic beta-glucosidase
chr3_hap1_hsa4,24053000,24054000,Eastern,8.98468601,LOC461139,GBA3,protein_coding,cytosolic beta-glucosidase
chr2_hap1_hsa3,103957000,103958000,Eastern,8.984467852,ADGRG7,ADGRG7,protein_coding,adhesion G protein-coupled receptor G7
chr3_hap1_hsa4,169913000,169914000,Eastern,8.984451235,DDX60,DDX60,protein_coding,DExD/H-box helicase 60
chr7_hap1_hsa8,8466000,8467000,Central,8.984390916,DLGAP2,DLGAP2,protein_coding,DLG associated protein 2
chr7_hap1_hsa8,8466000,8467000,Eastern,8.984390916,DLGAP2,DLGAP2,protein_coding,DLG associated protein 2
chr8_hap1_hsa10,143484000,143485000,Eastern,8.984303146,TCERG1L,TCERG1L,protein_coding,transcription elongation regulator 1 like
chr3_hap1_hsa4,173898000,173899000,Eastern,8.984065135,GALNTL6,GALNTL6,protein_coding,polypeptide N-acetylgalactosaminyltransferase like 6
chr11_hap1_hsa9,21301000,21302000,Central,8.984042495,ASTN2,ASTN2,protein_coding,astrotactin 2
chr18_hap1_hsa16,21660000,21661000,Central,8.983855182,TMC7,TMC7,protein_coding,transmembrane channel like 7
chr18_hap1_hsa16,21660000,21661000,Eastern,8.983855182,TMC7,TMC7,protein_coding,transmembrane channel like 7
chr2_hap1_hsa3,182236000,182237000,Eastern,8.983777351,ZMAT3,ZMAT3,protein_coding,zinc finger matrin-type 3
chr16_hap1_hsa15,9705000,9706000,Eastern,8.9829997,ATP10A,ATP10A,protein_coding,ATPase phospholipid transporting 10A (putative)
chr8_hap1_hsa10,26918000,26919000,Eastern,8.982946571,FRMD4A,FRMD4A,protein_coding,FERM domain containing 4A
chr16_hap1_hsa15,83785000,83786000,Eastern,8.982858743,SLCO3A1,SLCO3A1,protein_coding,solute carrier organic anion transporter family member 3A1
chr5_hap1_hsa6,44301000,44302000,Central,8.982366838,BTBD9,BTBD9,protein_coding,BTB domain containing 9
chr2_hap1_hsa3,17237000,17238000,Eastern,8.98199205,IQSEC1,IQSEC1,protein_coding,IQ motif and Sec7 domain ArfGEF 1
chr4_hap1_hsa5,94369000,94370000,Eastern,8.98146081,CAST,CAST,protein_coding,calpastatin
chr16_hap1_hsa15,74787000,74788000,Eastern,8.981368833,ADAMTSL3,ADAMTSL3,protein_coding,ADAMTS like 3
chr1_hap1_hsa1,32711000,32712000,Central,8.98088411,USH2A,USH2A,protein_coding,usherin
chr21_hap1_hsa20,8618000,8619000,Eastern,8.980385194,PDYN,PDYN,protein_coding,prodynorphin
chr7_hap1_hsa8,130900000,130901000,Eastern,8.980137553,SNTB1,SNTB1,protein_coding,syntrophin beta 1
chr5_hap1_hsa6,135949000,135950000,Eastern,8.979298854,NKAIN2,NKAIN2,protein_coding,sodium/potassium transporting ATPase interacting 2
chr19_hap1_hsa17,91852000,91853000,Central,8.977199179,USP36,USP36,protein_coding,ubiquitin specific peptidase 36
chr13_hap1_hsa2b,129935000,129936000,Central,8.976901305,SLC19A3,SLC19A3,protein_coding,solute carrier family 19 member 3
chr13_hap1_hsa2b,129935000,129936000,Eastern,8.976901305,SLC19A3,SLC19A3,protein_coding,solute carrier family 19 member 3
chr9_hap1_hsa11,26986000,26987000,Eastern,8.97670938,GAS2,GAS2,protein_coding,growth arrest specific 2
chr11_hap1_hsa9,103276000,103277000,Eastern,8.976057273,TYRP1,TYRP1,protein_coding,tyrosinase related protein 1
chr2_hap1_hsa3,69576000,69577000,Eastern,8.976025053,MAGI1,MAGI1,protein_coding,membrane associated guanylate kinase%2C WW and PDZ domain containing 1
chr19_hap1_hsa17,85689000,85690000,Central,8.974988039,SLC39A11,SLC39A11,protein_coding,solute carrier family 39 member 11
chr19_hap1_hsa17,85689000,85690000,Eastern,8.974988039,SLC39A11,SLC39A11,protein_coding,solute carrier family 39 member 11
chr18_hap1_hsa16,81861000,81862000,Eastern,8.974771186,CDH13,CDH13,protein_coding,cadherin 13
chr7_hap1_hsa8,22933000,22934000,Central,8.974550175,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr20_hap1_hsa19,45961000,45962000,Eastern,8.974293993,LOC107969555,PSG11,protein_coding,pregnancy-specific beta-1-glycoprotein 11
chr15_hap1_hsa14,77125000,77126000,Eastern,8.972827301,NRXN3,NRXN3,protein_coding,neurexin 3
chr18_hap1_hsa16,51685000,51686000,Eastern,8.971720864,FTO,FTO,protein_coding,FTO alpha-ketoglutarate dependent dioxygenase
chr21_hap1_hsa20,60912000,60913000,Central,8.970904858,DOK5,DOK5,protein_coding,docking protein 5
chr21_hap1_hsa20,60912000,60913000,Eastern,8.970904858,DOK5,DOK5,protein_coding,docking protein 5
chr5_hap1_hsa6,23478000,23479000,Eastern,8.969672857,CAP2,CAP2,protein_coding,cyclase associated actin cytoskeleton regulatory protein 2
chr21_hap1_hsa20,26653000,26654000,Eastern,8.96941096,CFAP61,CFAP61,protein_coding,cilia and flagella associated protein 61
chr6_hap1_hsa7,163040000,163041000,Eastern,8.968201531,CNTNAP2,CNTNAP2,protein_coding,contactin associated protein 2
chr3_hap1_hsa4,183693000,183694000,Central,8.967292526,TENM3,TENM3,protein_coding,teneurin transmembrane protein 3
chr3_hap1_hsa4,183693000,183694000,Eastern,8.967292526,TENM3,TENM3,protein_coding,teneurin transmembrane protein 3
chr10_hap1_hsa12,9314000,9315000,Eastern,8.96486248,CACNA1C,CACNA1C,protein_coding,calcium voltage-gated channel subunit alpha1 C
chr6_hap1_hsa7,84180000,84181000,Central,8.963312948,CALN1,CALN1,protein_coding,calneuron 1
chr6_hap1_hsa7,84180000,84181000,Eastern,8.963312948,CALN1,CALN1,protein_coding,calneuron 1
chr5_hap1_hsa6,6636000,6637000,Eastern,8.962795221,EXOC2,EXOC2,protein_coding,exocyst complex component 2
chr5_hap1_hsa6,6636000,6637000,Eastern,8.962795221,LOC134810254,LOC134810254,protein_coding,cbp/p300-interacting transactivator 4-like
chr9_hap1_hsa11,9280000,9281000,Central,8.962700207,LOC466370,OR52A5,protein_coding,olfactory receptor 52A5
chr1_hap1_hsa1,127628000,127629000,Eastern,8.961764272,RNPC3,RNPC3,protein_coding,RNA binding region (RNP1%2C RRM) containing 3
chr17_hap1_hsa18,84833000,84834000,Eastern,8.961680065,ZNF407,ZNF407,protein_coding,zinc finger protein 407
chr4_hap1_hsa5,153677000,153678000,Eastern,8.961533694,SGCD,SGCD,protein_coding,sarcoglycan delta
chr14_hap1_hsa13,42694000,42695000,Eastern,8.961294312,ENOX1,ENOX1,protein_coding,ecto-NOX disulfide-thiol exchanger 1
chr11_hap1_hsa9,21212000,21213000,Central,8.960295183,ASTN2,ASTN2,protein_coding,astrotactin 2
chr19_hap1_hsa17,65157000,65158000,Eastern,8.959994651,CA10,CA10,protein_coding,carbonic anhydrase 10
chr3_hap1_hsa4,183691000,183692000,Central,8.959990812,TENM3,TENM3,protein_coding,teneurin transmembrane protein 3
chr3_hap1_hsa4,183691000,183692000,Eastern,8.959990812,TENM3,TENM3,protein_coding,teneurin transmembrane protein 3
chr13_hap1_hsa2b,115754000,115755000,Eastern,8.95920702,SPAG16,SPAG16,protein_coding,sperm associated antigen 16
chr18_hap1_hsa16,27262000,27263000,Eastern,8.95915162,TNRC6A,TNRC6A,protein_coding,trinucleotide repeat containing adaptor 6A
chr22_hap1_hsa21,45810000,45811000,Eastern,8.958953561,ADARB1,ADARB1,protein_coding,adenosine deaminase RNA specific B1
chr10_hap1_hsa12,16619000,16620000,Eastern,8.958159381,LOC451825,DDX11,protein_coding,ATP-dependent DNA helicase DDX11-like
chr9_hap1_hsa11,101580000,101581000,Eastern,8.957969196,CNTN5,CNTN5,protein_coding,contactin 5
chr9_hap1_hsa11,45364000,45365000,Eastern,8.957965836,LRRC4C,LRRC4C,protein_coding,leucine rich repeat containing 4C
chr9_hap1_hsa11,18091000,18092000,Eastern,8.957087514,SPON1,SPON1,protein_coding,spondin 1
chr20_hap1_hsa19,57610000,57611000,Central,8.956671531,KIR3DL5,KIR3DL5,protein_coding,killer cell immunoglobulin-like receptor
chr19_hap1_hsa17,89802000,89803000,Eastern,8.955760791,MFSD11,MFSD11,protein_coding,major facilitator superfamily domain containing 11
chr7_hap1_hsa8,16456000,16457000,Eastern,8.954229323,MSRA,MSRA,protein_coding,methionine sulfoxide reductase A
chr11_hap1_hsa9,112085000,112086000,Eastern,8.953853477,GLIS3,GLIS3,protein_coding,GLIS family zinc finger 3
chr16_hap1_hsa15,10914000,10915000,Eastern,8.953519981,LOC112205572,NEK4,protein_coding,serine/threonine-protein kinase Nek4-like
chr7_hap1_hsa8,7626000,7627000,Eastern,8.952936275,DLGAP2,DLGAP2,protein_coding,DLG associated protein 2
chr9_hap1_hsa11,25229000,25230000,Eastern,8.952672157,NELL1,NELL1,protein_coding,neural EGFL like 1
chr5_hap1_hsa6,44747000,44748000,Eastern,8.952585944,DNAH8,DNAH8,protein_coding,dynein axonemal heavy chain 8
chr8_hap1_hsa10,25687000,25688000,Central,8.95158181,CAMK1D,CAMK1D,protein_coding,calcium/calmodulin dependent protein kinase ID
chr8_hap1_hsa10,25687000,25688000,Eastern,8.95158181,CAMK1D,CAMK1D,protein_coding,calcium/calmodulin dependent protein kinase ID
chr18_hap1_hsa16,85894000,85895000,Central,8.951211509,KLHDC4,KLHDC4,protein_coding,kelch domain containing 4
chr1_hap1_hsa1,169103000,169104000,Central,8.950610427,PATJ,PATJ,protein_coding,PATJ crumbs cell polarity complex component
chr1_hap1_hsa1,169103000,169104000,Eastern,8.950610427,PATJ,PATJ,protein_coding,PATJ crumbs cell polarity complex component
chr11_hap1_hsa9,106331000,106332000,Eastern,8.950489173,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr19_hap1_hsa17,92985000,92986000,Eastern,8.947286694,TBC1D16,TBC1D16,protein_coding,TBC1 domain family member 16
chr6_hap1_hsa7,168463000,168464000,Central,8.945507386,ACTR3B,ACTR3B,protein_coding,actin related protein 3B
chr6_hap1_hsa7,168463000,168464000,Eastern,8.945507386,ACTR3B,ACTR3B,protein_coding,actin related protein 3B
chr15_hap1_hsa14,30765000,30766000,Eastern,8.944954857,AKAP6,AKAP6,protein_coding,A-kinase anchoring protein 6
chr6_hap1_hsa7,92370000,92371000,Eastern,8.944865121,PCLO,PCLO,protein_coding,piccolo presynaptic cytomatrix protein
chr5_hap1_hsa6,35400000,35401000,Central,8.943992867,OR11A1,OR11A1,protein_coding,olfactory receptor family 11 subfamily A member 1
chr14_hap1_hsa13,42675000,42676000,Eastern,8.943977165,ENOX1,ENOX1,protein_coding,ecto-NOX disulfide-thiol exchanger 1
chr13_hap1_hsa2b,71375000,71376000,Eastern,8.943909542,LRP2,LRP2,protein_coding,LDL receptor related protein 2
chr1_hap1_hsa1,3667000,3668000,Central,8.943669513,KIF26B,KIF26B,protein_coding,kinesin family member 26B
chr16_hap1_hsa15,80950000,80951000,Central,8.9407738,ABHD2,ABHD2,protein_coding,abhydrolase domain containing 2%2C acylglycerol lipase
chr16_hap1_hsa15,80950000,80951000,Eastern,8.9407738,ABHD2,ABHD2,protein_coding,abhydrolase domain containing 2%2C acylglycerol lipase
chr4_hap1_hsa5,80950000,80951000,Eastern,8.940773398,PDZD2,PDZD2,protein_coding,PDZ domain containing 2
chr2_hap1_hsa3,176700000,176701000,Eastern,8.939725119,NLGN1,NLGN1,protein_coding,neuroligin 1
chr10_hap1_hsa12,87966000,87967000,Eastern,8.939703328,ACSS3,ACSS3,protein_coding,acyl-CoA synthetase short chain family member 3
chr8_hap1_hsa10,59239000,59240000,Eastern,8.939374825,LOC450549,LOC450549,protein_coding,proline/serine-rich coiled-coil protein 1-like
chr2_hap1_hsa3,199803000,199804000,Central,8.939159868,NRROS,NRROS,protein_coding,negative regulator of reactive oxygen species
chr2_hap1_hsa3,199803000,199804000,Eastern,8.939159868,NRROS,NRROS,protein_coding,negative regulator of reactive oxygen species
chr22_hap1_hsa21,30260000,30261000,Eastern,8.938832083,BACH1,BACH1,protein_coding,BTB domain and CNC homolog 1
chr2_hap1_hsa3,4385000,4386000,Central,8.93818593,CHL1,CHL1,protein_coding,cell adhesion molecule L1 like
chr2_hap1_hsa3,4385000,4386000,Eastern,8.93818593,CHL1,CHL1,protein_coding,cell adhesion molecule L1 like
chr3_hap1_hsa4,7878000,7879000,Eastern,8.938180527,SORCS2,SORCS2,protein_coding,sortilin related VPS10 domain containing receptor 2
chr2_hap1_hsa3,100319000,100320000,Eastern,8.937644679,EPHA6,EPHA6,protein_coding,EPH receptor A6
chr9_hap1_hsa11,91212000,91213000,Eastern,8.93688159,GRM5,GRM5,protein_coding,glutamate metabotropic receptor 5
chr9_hap1_hsa11,91212000,91213000,Eastern,8.93688159,TYR,TYR,protein_coding,tyrosinase
chr10_hap1_hsa12,87919000,87920000,Eastern,8.936285319,ACSS3,ACSS3,protein_coding,acyl-CoA synthetase short chain family member 3
chr7_hap1_hsa8,113403000,113404000,Eastern,8.93581822,BAALC,BAALC,protein_coding,BAALC binder of MAP3K1 and KLF4
chr2_hap1_hsa3,186310000,186311000,Eastern,8.934207752,LAMP3,LAMP3,protein_coding,lysosomal associated membrane protein 3
chr7_hap1_hsa8,143720000,143721000,Eastern,8.933019292,ST3GAL1,ST3GAL1,protein_coding,ST3 beta-galactoside alpha-2%2C3-sialyltransferase 1
chr9_hap1_hsa11,9365000,9366000,Eastern,8.932383146,HBD,HBD,protein_coding,hemoglobin subunit delta
chr17_hap1_hsa18,68362000,68363000,Eastern,8.931935146,NEDD4L,NEDD4L,protein_coding,NEDD4 like E3 ubiquitin protein ligase
chr5_hap1_hsa6,38726000,38727000,Central,8.931205155,PSMB8,PSMB8,protein_coding,proteasome 20S subunit beta 8
chr5_hap1_hsa6,38726000,38727000,Eastern,8.931205155,PSMB8,PSMB8,protein_coding,proteasome 20S subunit beta 8
chr22_hap1_hsa21,30159000,30160000,Eastern,8.930994862,BACH1,BACH1,protein_coding,BTB domain and CNC homolog 1
chr13_hap1_hsa2b,84157000,84158000,Eastern,8.92837389,PPP1R1C,PPP1R1C,protein_coding,protein phosphatase 1 regulatory inhibitor subunit 1C
chr2_hap1_hsa3,12853000,12854000,Eastern,8.927279389,RAD18,RAD18,protein_coding,RAD18 E3 ubiquitin protein ligase
chr6_hap1_hsa7,165455000,165456000,Central,8.926612924,GIMAP8,GIMAP8,protein_coding,GTPase%2C IMAP family member 8
chr8_hap1_hsa10,66299000,66300000,Central,8.926487707,PCDH15,PCDH15,protein_coding,protocadherin related 15
chr18_hap1_hsa16,81852000,81853000,Central,8.926155671,CDH13,CDH13,protein_coding,cadherin 13
chr18_hap1_hsa16,81852000,81853000,Eastern,8.926155671,CDH13,CDH13,protein_coding,cadherin 13
chr8_hap1_hsa10,28790000,28791000,Eastern,8.924942425,ITGA8,ITGA8,protein_coding,integrin subunit alpha 8
chr6_hap1_hsa7,162548000,162549000,Central,8.92488987,CNTNAP2,CNTNAP2,protein_coding,contactin associated protein 2
chr6_hap1_hsa7,162548000,162549000,Eastern,8.92488987,CNTNAP2,CNTNAP2,protein_coding,contactin associated protein 2
chr7_hap1_hsa8,57617000,57618000,Central,8.924863494,PPDPFL,PPDPFL,protein_coding,pancreatic progenitor cell differentiation and proliferation factor like
chr7_hap1_hsa8,57617000,57618000,Eastern,8.924863494,PPDPFL,PPDPFL,protein_coding,pancreatic progenitor cell differentiation and proliferation factor like
chr15_hap1_hsa14,79003000,79004000,Eastern,8.924728715,TSHR,TSHR,protein_coding,thyroid stimulating hormone receptor
chr16_hap1_hsa15,10918000,10919000,Eastern,8.92414778,LOC112205572,NEK4,protein_coding,serine/threonine-protein kinase Nek4-like
chr7_hap1_hsa8,48923000,48924000,Eastern,8.923711333,ZMAT4,ZMAT4,protein_coding,zinc finger matrin-type 4
chr9_hap1_hsa11,38266000,38267000,Eastern,8.921892363,ABTB2,ABTB2,protein_coding,ankyrin repeat and BTB domain containing 2
chr11_hap1_hsa9,106873000,106874000,Eastern,8.921713083,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr16_hap1_hsa15,45584000,45585000,Eastern,8.921621902,WDR72,WDR72,protein_coding,WD repeat domain 72
chr21_hap1_hsa20,70220000,70221000,Eastern,8.921295582,TPD52L2,TPD52L2,protein_coding,TPD52 like 2
chr14_hap1_hsa13,25111000,25112000,Central,8.92111765,ATP8A2,ATP8A2,protein_coding,ATPase phospholipid transporting 8A2
chr14_hap1_hsa13,18611000,18612000,Eastern,8.920567082,LOC129136901,PARP4,protein_coding,protein mono-ADP-ribosyltransferase PARP4-like
chr6_hap1_hsa7,21331000,21332000,Eastern,8.919757786,AGMO,AGMO,protein_coding,alkylglycerol monooxygenase
chr8_hap1_hsa10,67176000,67177000,Central,8.919498044,PCDH15,PCDH15,protein_coding,protocadherin related 15
chr8_hap1_hsa10,67176000,67177000,Eastern,8.919498044,PCDH15,PCDH15,protein_coding,protocadherin related 15
chr4_hap1_hsa5,16409000,16410000,Eastern,8.918760834,FBXL7,FBXL7,protein_coding,F-box and leucine rich repeat protein 7
chr7_hap1_hsa8,58994000,58995000,Eastern,8.918378641,SNTG1,SNTG1,protein_coding,syntrophin gamma 1
chr2_hap1_hsa3,25995000,25996000,Eastern,8.918105991,ZNF385D,ZNF385D,protein_coding,zinc finger protein 385D
chr22_hap1_hsa21,27271000,27272000,Eastern,8.917524153,CYYR1,CYYR1,protein_coding,cysteine and tyrosine rich 1
chr5_hap1_hsa6,81115000,81116000,Eastern,8.91740215,ADGRB3,ADGRB3,protein_coding,adhesion G protein-coupled receptor B3
chr1_hap1_hsa1,32851000,32852000,Eastern,8.917315492,USH2A,USH2A,protein_coding,usherin
chr18_hap1_hsa16,82325000,82326000,Central,8.916828332,DNAAF1,DNAAF1,protein_coding,dynein axonemal assembly factor 1
chr5_hap1_hsa6,7587000,7588000,Eastern,8.916644404,GMDS,GMDS,protein_coding,GDP-mannose 4%2C6-dehydratase
chr23_hap1_hsa22,48995000,48996000,Eastern,8.916365448,TBC1D22A,TBC1D22A,protein_coding,TBC1 domain family member 22A
chr17_hap1_hsa18,68355000,68356000,Eastern,8.916335698,NEDD4L,NEDD4L,protein_coding,NEDD4 like E3 ubiquitin protein ligase
chr16_hap1_hsa15,10916000,10917000,Eastern,8.915569339,LOC112205572,NEK4,protein_coding,serine/threonine-protein kinase Nek4-like
chr14_hap1_hsa13,38696000,38697000,Central,8.915535005,LHFPL6,LHFPL6,protein_coding,LHFPL tetraspan subfamily member 6
chr13_hap1_hsa2b,130348000,130349000,Eastern,8.915383362,SPHKAP,SPHKAP,protein_coding,SPHK1 interactor%2C AKAP domain containing
chr6_hap1_hsa7,14391000,14392000,Central,8.914955958,NXPH1,NXPH1,protein_coding,neurexophilin 1
chr6_hap1_hsa7,14391000,14392000,Eastern,8.914955958,NXPH1,NXPH1,protein_coding,neurexophilin 1
chr6_hap1_hsa7,35229000,35230000,Central,8.914533689,CHN2,CHN2,protein_coding,chimerin 2
